week,geohash7,kecamatan,kabupaten,region,kab_type,six_cities,CityType,avg_rsrp,total_call_count,total_tiles,bad_tiles_rsrp,total_payload_covmo_kB,bad_rsrp_tile_payload_covmo_kB,total_subscriber_count,bad_rsrp_tile_subscriber_count,koeff,total_payload_covmo_MB,bad_rsrp_tile_payload_covmo_MB,total_payload_covmo_normalize_MB,bad_rsrp_tile_payload_covmo_normalize_MB,thd_subs,thd_luas,luas_m2,bad_tile_abv_thd,subs_abv_thd,luas_abv_thd,bad_tiles_n_subs_abv_thd,bad_tiles_n_subs_n_luas_abv_thd,bad_grid,more_than_3_wks,cluster_member,cluster_member_reg,forming_cluster,cluster_id,red_cov,latitude_geohash7,longitude_geohash7,nearest_site_1,latitude_site_1,longitude_site_1,ant_height_site_1,nearest_site_2,latitude_site_2,longitude_site_2,ant_height_site_2,nearest_site_3,latitude_site_3,longitude_site_3,ant_height_site_3,distance_to_site_1,bearing_to_site_1,distance_to_site_2,bearing_to_site_2,distance_to_site_3,bearing_to_site_3,lowest_band_1,lowest_band_2,lowest_band_3,delta_1,azimuth_1,lac_enodeb_1,ci_1,sector_1,delta_2,azimuth_2,lac_enodeb_2,ci_2,sector_2,delta_3,azimuth_3,lac_enodeb_3,ci_3,sector_3,elev_geohash7,elev_site_1,elev_site_2,elev_site_3,total_height_site_1,total_height_site_2,total_height_site_3,max_intermediate_elev_site_1,max_intermediate_elev_site_2,max_intermediate_elev_site_3,site_higher_1,site_higher_2,site_higher_3,site_higher_than_max_intermediate_1,site_higher_than_max_intermediate_2,site_higher_than_max_intermediate_3,no_blocking_1,no_blocking_2,no_blocking_3,clutter,distance_thd_1,distance_thd_2,distance_thd_3,Distance Thd L900,index_SD_1,index_bw_1,distance_cat_1,score_1,index_SD_2,index_bw_2,distance_cat_2,score_2,index_SD_3,index_bw_3,distance_cat_3,score_3,rank_1,rank_2,rank_3,solution_1,solution_2,solution_3,best serving no,solution rank1,rank1 site,rank1 CI,Solution Priority,Priority No.,prio_site,prio_EnodeB,prio_CI,prio_sector,red_cov_category
202624,qqwx860,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.672,9073,16,8,12082000,3582870,1001,525.571,0.895055,11798.8,3498.9,10560.6,3131.71,3000,8000,4645.28,1,0,0,0,0,0,0,,,,,0,-7.10747,110.402,UNR716,-7.11072,110.407,50,UNR728,-7.11795,110.403,30,SMG040,-7.10298,110.412,70,614.666,305.994,1161.04,356.846,1223.35,245.902,LTE900,LTE900,LTE900,19.0055,325,195716,32,3,36.8463,320,195728,32,3,34.0983,280,196040,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1092.39,1311.49,1311.49,2.41051,3.16759,0 to half_thd,2.63763,6,6,more than thd,6,4.66398,6,half_thd to thd,5.06479,1,3,2,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx85p,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-107.246,10053.1,16,13,3875000,2817740,1256.86,1035,0.895055,3784.18,2751.7,3387.05,2462.92,3000,8000,4492.12,1,0,0,0,0,0,0,,,,,0,-7.10197,110.401,SMG086,-7.09409,110.407,70,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,1100.03,217.372,1165.39,326.265,1274.5,275.018,LTE1800,LTE900,LTE900,17.3716,200,196086,31,3,1.2653,325,195716,32,3,4.9823,280,196040,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1274.97,1311.49,1311.49,6,2.89527,more than thd,5.06858,4.57025,0.210883,half_thd to thd,3.26244,4.85899,0.830383,half_thd to thd,3.65041,3,1,2,not BS,not BS,not BS,2,not BS,UNR716,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx84r,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.59,6957.57,16,7,1811950,798430,805.286,361.286,0.895055,1769.49,779.717,1583.79,697.889,3000,8000,5686.52,1,0,0,0,0,0,0,,,,,0,-7.10609,110.401,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,UNR728,-7.11795,110.403,30,827.274,308.381,1315.67,254.707,1328.8,350.705,LTE900,LTE900,LTE900,16.6194,325,195716,32,3,25.2927,280,196040,32,3,30.7053,320,195728,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1092.39,1311.49,3.24428,2.76989,half_thd to thd,3.10197,6,4.21545,more than thd,5.46463,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx86b,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.624,11027.1,16,13,2842300,2054220,1391,1131.14,0.895055,2775.69,2006.08,2484.39,1795.55,3000,8000,12800.4,1,0,1,0,0,0,0,,,,,0,-7.10335,110.402,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,SMG086,-7.09409,110.407,70,955.597,328.728,1118.72,267.879,1147.86,206.716,LTE900,LTE900,LTE1800,3.72822,325,195716,32,3,12.1208,280,196040,32,3,6.71625,200,196086,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1031.44,1311.49,3.74752,0.621371,half_thd to thd,2.80968,4.26509,2.02013,half_thd to thd,3.59161,6,1.11938,more than thd,4.53581,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx9j5,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-103.751,417.243,16,5,37064.4,7440.59,79.219,25.4571,0.895055,36.1957,7.2662,32.3971,6.50365,3000,8000,26.9052,1,0,0,0,0,0,0,,,,,0,-7.09099,110.439,SMG012,-7.08595,110.431,61,UNR047,-7.09512,110.449,69,SMG152,-7.07597,110.443,62,1039.8,122.574,1186.17,292.769,1708.3,193.446,LTE900,LTE900,LTE1800,42.5736,80,196012,12,1,72.769,220,195047,32,3,73.4457,120,196152,21,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1004.54,1311.49,4.07775,6,half_thd to thd,4.65443,4.52223,6,half_thd to thd,4.96556,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG012,12,not BS,1,SMG012,196012,12,1,BAD NON POTENTIAL
202624,qqwxb27,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-107.405,2965.29,16,11,2698380,1456550,494,340.429,0.895055,2635.14,1422.41,2358.6,1273.14,3000,8000,1238.82,1,0,0,0,0,0,0,,,,,0,-7.07314,110.406,SMG504,-7.07274,110.413,41,SMG419,-7.06688,110.411,19,SMG302,-7.08002,110.412,38,749.353,266.615,851.795,215.539,1006.76,319.323,LTE900,LTE1800,LTE1800,23.3848,290,196504,32,3,90.5388,125,196419,11,1,4.32344,315,196302,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1165.42,762.418,870.027,1311.49,3.21494,3.89746,half_thd to thd,3.4197,6,6,more than thd,6,6,0.720573,more than thd,4.41617,1,3,2,not BS,not BS,not BS,1,not BS,SMG504,32,not BS,1,SMG504,196504,32,3,BAD NON POTENTIAL
202624,qqwxbvr,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.316,17206.6,16,10,5095640,3860090,5953.86,2855.57,0.895055,4976.21,3769.62,4453.98,3374.02,3000,8000,8600.27,1,1,1,1,1,1,1,2,2,1,202624_307,1,-7.04567,110.434,SMG622,-7.0438,110.432,15,SMG523,-7.04861,110.429,18,SMG425,-7.0436,110.44,65,333.885,128.421,624.315,58.4409,742.026,251.886,LTE1800,LTE1800,LTE1800,41.5788,170,196622,21,2,31.5591,90,196523,11,1,88.1136,340,196425,31,3,172.319,184.021,222.616,151.201,199.021,240.616,216.201,184.021,222.616,172.319,1,1,1,1,1,1,1,1,0,SU,762.418,762.418,1031.44,1311.49,2.18965,6,0 to half_thd,3.33275,4.09431,6,half_thd to thd,4.66602,3.59704,6,half_thd to thd,4.31793,1,3,2,f. New Infra,f. New Infra,f. New Infra,1,f. New Infra,SMG622,21,f. New Infra,1,SMG622,196622,21,2,RED ENGINEERING
202624,qqwxbvs,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.492,8047.71,16,8,2799420,1562840,2190.71,1026.57,0.895055,2733.81,1526.21,2446.91,1366.05,3000,8000,6669.8,1,0,0,0,0,0,0,,,,,0,-7.0443,110.43,SMG622,-7.0438,110.432,15,SMG523,-7.04861,110.429,18,SMG067,-7.03995,110.428,6,200.553,254.051,483.356,9.19753,535.894,153.854,LTE1800,LTE1800,LTE900,20.949,275,196622,31,3,80.8025,90,196523,11,1,26.1461,180,196067,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,762.418,762.418,909.809,1311.49,1.31525,3.4915,0 to half_thd,1.96812,3.16989,6,half_thd to thd,4.01892,2.94509,4.35769,half_thd to thd,3.36887,1,3,2,not BS,not BS,not BS,1,not BS,SMG622,31,not BS,1,SMG622,196622,31,3,BAD NON POTENTIAL
202624,qqwx8uf,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.175,2772.14,16,9,307604,185022,1019.57,589.143,0.895055,300.394,180.686,268.869,161.724,3000,8000,11230.2,1,0,1,0,0,0,0,,,,,0,-7.09236,110.427,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG141,-7.09571,110.418,66,476.113,76.0484,860.469,214.333,1069.67,69.6283,LTE900,LTE900,LTE1800,41.0484,35,196554,12,1,45.667,260,196012,22,2,29.6284,40,196141,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1031.44,1311.49,2.51558,6,half_thd to thd,3.56091,3.37446,6,half_thd to thd,4.16213,6,4.93806,more than thd,5.68142,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,12,not BS,1,SMG554,196554,12,1,BAD NON POTENTIAL
202624,qqwx862,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.376,16974.6,16,13,9820070,7873850,1134.86,925,0.895055,9589.91,7689.3,8583.5,6882.35,3000,8000,6604.14,1,0,0,0,0,0,0,,,,,0,-7.10609,110.402,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,UNR728,-7.11795,110.403,30,714.236,315.933,1169.95,252.749,1312.71,357.211,LTE900,LTE900,LTE900,9.06698,325,195716,32,3,27.2513,280,196040,32,3,37.211,320,195728,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1092.39,1311.49,2.80099,1.51116,half_thd to thd,2.41404,4.46038,4.54189,half_thd to thd,4.48483,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx8gg,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.732,242.619,16,9,19268,8557.9,102.286,53.5476,0.895055,18.8164,8.35732,16.8417,7.48026,3000,8000,9.31574,1,0,0,0,0,0,0,,,,,0,-7.09785,110.428,SMG554,-7.09339,110.423,18,SMG141,-7.09571,110.418,66,SMG012,-7.08595,110.431,61,787.652,128.973,1179.38,101.682,1358.69,194.218,LTE900,LTE1800,LTE900,8.97338,120,196554,22,2,61.6824,40,196141,11,1,65.7825,260,196012,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1031.44,1274.97,1311.49,4.16163,1.49556,half_thd to thd,3.36181,6,6,more than thd,6,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8rd,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.222,3746.43,16,12,1125180,634138,675.571,515.857,0.895055,1098.81,619.275,983.494,554.285,3000,8000,709.448,1,0,0,0,0,0,0,,,,,0,-7.07726,110.405,SMG302,-7.08002,110.412,38,SMG789,-7.08511,110.408,15,SMG504,-7.07274,110.413,41,866.157,290.796,916.865,341.454,1029.16,240.799,LTE1800,LTE1800,LTE900,24.2038,315,196302,31,3,18.5462,0,196789,11,1,0.79879,240,196504,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,762.418,1165.42,1311.49,4.97776,4.03396,half_thd to thd,4.69462,6,3.09104,more than thd,5.12731,4.41539,0.133132,half_thd to thd,3.13071,2,3,1,not BS,not BS,not BS,3,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8v3,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.485,11334.7,16,7,1515230,836399,3310.86,1783.71,0.895055,1479.71,816.796,1324.42,731.077,3000,8000,7978.55,1,1,0,1,0,0,0,,,,,0,-7.08961,110.426,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG665,-7.0815,110.422,32,520.587,36.4389,756.878,237.451,977.069,156.763,LTE900,LTE900,LTE900,1.43885,35,196554,12,1,22.5493,260,196012,22,2,23.237,180,196665,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1092.39,1311.49,2.75057,0.239809,half_thd to thd,1.99734,2.96822,3.75821,half_thd to thd,3.20522,4.47216,3.87283,half_thd to thd,4.29236,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,12,not BS,1,SMG554,196554,12,1,BAD NON POTENTIAL
202624,qqwx86c,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-106.103,25480.7,16,9,7444430,5258620,2354.57,1244.29,0.895055,7269.96,5135.38,6507.01,4596.44,3000,8000,9626.66,1,0,1,0,0,0,0,,,,,0,-7.10335,110.404,UNR716,-7.11072,110.407,50,SMG040,-7.10298,110.412,70,SMG086,-7.09409,110.407,70,885.971,337.097,967.133,267.547,1087.75,199.602,LTE900,LTE900,LTE1800,12.0967,325,195716,32,3,12.4532,280,196040,32,3,0.398212,200,196086,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,1031.44,1311.49,3.47448,2.01612,half_thd to thd,3.03697,3.68716,2.07554,half_thd to thd,3.20367,6,0.0663687,more than thd,4.21991,1,2,3,not BS,not BS,not BS,1,not BS,UNR716,32,not BS,1,UNR716,195716,32,3,BAD NON POTENTIAL
202624,qqwx878,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.055,7765.86,16,8,2586820,1207870,1002.14,556.571,0.895055,2526.19,1179.56,2261.08,1055.77,3000,8000,1620.72,1,0,0,0,0,0,0,,,,,0,-7.09923,110.402,SMG086,-7.09409,110.407,70,SMG040,-7.10298,110.412,70,UNR716,-7.11072,110.407,50,769.493,222.202,1192.34,290.466,1365.17,338.714,LTE1800,LTE900,LTE900,22.202,200,196086,31,3,10.4663,280,196040,32,3,13.7136,325,195716,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1311.49,1274.97,1311.49,3.73019,3.70034,half_thd to thd,3.72123,4.54576,1.74438,half_thd to thd,3.70535,6,2.2856,more than thd,4.88568,2,1,3,not BS,not BS,not BS,2,not BS,SMG040,32,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx8k0,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.569,5127.14,16,7,1696990,306108,866.286,352.286,0.895055,1657.22,298.934,1483.3,267.562,3000,8000,969.054,1,0,0,0,0,0,0,,,,,0,-7.09648,110.402,SMG086,-7.09409,110.407,70,SMG040,-7.10298,110.412,70,SMG789,-7.08511,110.408,15,582.351,242.825,1328.82,302.891,1391.99,205.24,LTE1800,LTE900,LTE1800,42.8252,200,196086,31,3,22.8911,280,196040,32,3,35.24,170,196789,31,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1031.44,1311.49,762.418,1311.49,2.823,6,half_thd to thd,3.7761,6,3.81518,more than thd,5.34455,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG086,31,not BS,1,SMG086,196086,31,3,BAD NON POTENTIAL
202624,qqwx8re,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.469,5666.71,16,6,3002690,271385,937.429,368,0.895055,2932.31,265.024,2624.58,237.211,3000,8000,7061.34,1,0,0,0,0,0,0,,,,,0,-7.07726,110.406,SMG302,-7.08002,110.412,38,SMG789,-7.08511,110.408,15,SMG504,-7.07274,110.413,41,726.185,295.045,880.139,350.799,899.534,236.089,LTE1800,LTE1800,LTE900,19.9547,315,196302,31,3,9.20137,0,196789,11,1,3.91139,240,196504,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,762.418,1165.42,1311.49,4.17335,3.32578,half_thd to thd,3.91908,6,1.53356,more than thd,4.66007,3.85926,0.651898,half_thd to thd,2.89705,2,3,1,not BS,not BS,not BS,3,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8rf,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-105.261,3323,16,10,745929,431293,488.286,313.857,0.895055,728.447,421.185,652,376.984,3000,8000,201.362,1,0,0,0,0,0,0,,,,,0,-7.07588,110.405,SMG302,-7.08002,110.412,38,SMG504,-7.07274,110.413,41,SMG789,-7.08511,110.408,15,930.682,299.616,964.621,248.744,1061.87,344.062,LTE1800,LTE900,LTE1800,15.3845,315,196302,31,3,8.74415,240,196504,22,2,15.9376,0,196789,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1165.42,762.418,1311.49,6,2.56408,more than thd,4.96922,4.1385,1.45736,half_thd to thd,3.33416,6,2.65626,more than thd,4.99688,2,1,3,not BS,not BS,not BS,2,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8rg,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.08,7345.29,16,6,5024910,1752240,1083.29,365.857,0.895055,4907.14,1711.17,4392.16,1531.6,3000,8000,1313.28,1,0,0,0,0,0,0,,,,,0,-7.07588,110.406,SMG302,-7.08002,110.412,38,SMG504,-7.07274,110.413,41,SMG789,-7.08511,110.408,15,802.05,304.968,824.916,244.926,1030.32,352.149,LTE1800,LTE900,LTE1800,10.0321,315,196302,31,3,4.92571,240,196504,22,2,7.8506,0,196789,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1165.42,762.418,1311.49,4.60934,1.67202,half_thd to thd,3.72815,3.53913,0.820952,half_thd to thd,2.72368,6,1.30843,more than thd,4.59253,2,1,3,not BS,not BS,not BS,2,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8rs,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.511,7550,16,6,3675070,1594120,1219,436.857,0.895055,3588.94,1556.75,3212.3,1393.38,3000,8000,10760.4,1,0,1,0,0,0,0,,,,,0,-7.07726,110.408,SMG302,-7.08002,110.412,38,SMG504,-7.07274,110.413,41,SMG789,-7.08511,110.408,15,592.029,301.262,777.941,229.859,868.724,0.659702,LTE1800,LTE900,LTE1800,13.7375,315,196302,31,3,10.1406,240,196504,22,2,0.659702,0,196789,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,870.027,1165.42,762.418,1311.49,3.40236,2.28959,half_thd to thd,3.06853,3.33759,1.6901,half_thd to thd,2.84334,6,0.10995,more than thd,4.23299,2,1,3,not BS,not BS,not BS,2,not BS,SMG504,22,not BS,1,SMG302,196302,31,3,BAD NON POTENTIAL
202624,qqwx8ue,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.589,640.286,16,6,243005,145481,197.571,93.8571,0.895055,237.31,142.071,212.405,127.162,3000,8000,0.312822,1,0,0,0,0,0,0,,,,,0,-7.09373,110.428,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG141,-7.09571,110.418,66,615.117,93.5462,924.09,201.179,1175.72,79.2291,LTE900,LTE900,LTE1800,26.4538,120,196554,22,2,58.821,260,196012,22,2,39.2291,40,196141,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1031.44,1311.49,3.25002,4.40897,half_thd to thd,3.59771,3.62396,6,half_thd to thd,4.33677,6,6,more than thd,6,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,22,not BS,1,SMG554,196554,22,2,BAD NON POTENTIAL
202624,qqwx8v4,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-103.85,4443.71,16,5,1923370,144494,2249.57,374.571,0.895055,1878.29,141.107,1681.18,126.299,3000,8000,3431.24,1,0,0,0,0,0,0,,,,,0,-7.09099,110.427,SMG554,-7.09339,110.423,18,SMG012,-7.08595,110.431,61,SMG141,-7.09571,110.418,66,533.293,59.922,740.338,220.996,1131.24,62.3603,LTE900,LTE900,LTE1800,24.922,35,196554,12,1,39.0038,260,196012,22,2,22.3603,40,196141,11,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,946.326,1274.97,1031.44,1311.49,2.8177,4.15367,half_thd to thd,3.21849,2.90335,6,half_thd to thd,3.83235,6,3.72671,more than thd,5.31801,1,2,3,not BS,not BS,not BS,1,not BS,SMG554,12,not BS,1,SMG554,196554,12,1,BAD NON POTENTIAL
202624,qqwx95b,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-103.66,204.286,15,5,670259,662149,29.8619,9.13333,0.895055,654.55,646.63,585.858,578.769,3000,8000,16.6999,1,0,0,0,0,0,0,,,,,0,-7.09785,110.435,SMG012,-7.08595,110.431,61,SMG554,-7.09339,110.423,18,UNR047,-7.09512,110.449,69,1382.76,162.307,1458.5,109.895,1579.25,258.871,LTE900,LTE900,LTE900,82.3071,80,196012,12,1,10.1048,120,196554,22,2,38.8709,220,195047,32,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,946.326,1311.49,1311.49,6,6,more than thd,6,6,1.68413,more than thd,4.70524,6,6,more than thd,6,2,1,3,not BS,not BS,not BS,2,not BS,SMG554,22,not BS,1,SMG012,196012,12,1,BAD NON POTENTIAL
202624,qqwx9h9,BANYUMANIK,KOTA SEMARANG,JATENG-DIY,A,NO,Inner,-104.516,332.329,16,5,51895.8,1152.12,66.3714,20.1429,0.895055,50.6795,1.12512,45.361,1.00704,3000,8000,5.66631,1,0,0,0,0,0,0,,,,,0,-7.09373,110.437,SMG012,-7.08595,110.431,61,UNR047,-7.09512,110.449,69,SMG554,-7.09339,110.423,18,1035,146.46,1406.55,276.275,1524.69,91.4306,LTE900,LTE900,LTE900,66.46,80,196012,12,1,56.2751,220,195047,32,3,28.5694,120,196554,22,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,SU,1274.97,1311.49,946.326,1311.49,4.05893,6,half_thd to thd,4.64125,6,6,more than thd,6,6,4.76156,more than thd,5.62847,1,3,2,not BS,not BS,not BS,1,not BS,SMG012,12,not BS,1,SMG012,196012,12,1,BAD NON POTENTIAL
